Brand,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Volkswagen,2017,9.13,136449,Petrol,Dealer,Automatic,0,2.13
Honda,2025,10.23,12619,CNG,Dealer,Manual,0,8.34
Ford,2022,7.8,76242,Diesel,Individual,Manual,0,3.62
Honda,2019,8.22,99723,Diesel,Dealer,Manual,2,2.06
Hyundai,2010,9.31,240601,Petrol,Individual,Manual,0,0.79
Hyundai,2010,7.31,243278,Petrol,Dealer,Manual,0,0.66
Volkswagen,2013,9.36,206043,Petrol,Individual,Automatic,1,1.09
Ford,2012,10.86,216755,Diesel,Individual,Manual,0,1.17
Renault,2018,6.71,113471,Diesel,Dealer,Manual,1,1.66
Tata,2025,6.82,16426,Diesel,Individual,Manual,0,5.56
Honda,2013,9.18,194281,CNG,Dealer,Automatic,0,1.22
Skoda,2018,14.64,113747,Petrol,Individual,Manual,1,2.87
Skoda,2009,13.07,249159,Diesel,Dealer,Manual,3,0.83
Toyota,2013,13.71,193213,Petrol,Individual,Manual,1,1.58
Honda,2017,9.88,132397,Petrol,Dealer,Automatic,0,2.19
Tata,2012,7.98,214634,Petrol,Dealer,Manual,3,0.78
Hyundai,2010,9.31,241306,Diesel,Dealer,Manual,0,0.81
Toyota,2009,13.97,253669,Petrol,Individual,Automatic,0,1.0
Renault,2020,7.35,88411,Diesel,Dealer,Manual,1,2.48
Skoda,2015,13.53,162003,Petrol,Dealer,Manual,0,2.24
Ford,2015,8.34,158445,Petrol,Individual,Manual,1,1.19
Honda,2014,10.75,177359,Petrol,Dealer,Manual,0,1.57
Toyota,2021,14.14,68373,Diesel,Individual,Manual,0,5.38
Renault,2020,7.21,88244,Petrol,Individual,Manual,1,2.0
Tata,2009,6.58,239993,Petrol,Dealer,Manual,0,0.5
Volkswagen,2010,9.46,239859,Diesel,Individual,Manual,0,0.83
Toyota,2025,14.52,30599,Diesel,Individual,Manual,1,10.72
Mahindra,2025,9.67,12346,Diesel,Dealer,Manual,0,8.51
Renault,2008,7.54,268328,Diesel,Dealer,Automatic,0,0.61
Skoda,2014,10.21,181958,Diesel,Dealer,Manual,1,1.38
Volkswagen,2017,9.95,137225,Diesel,Dealer,Manual,1,2.22
Skoda,2015,12.25,160248,Diesel,Dealer,Manual,0,2.0
Volkswagen,2023,12.4,32142,Diesel,Dealer,Manual,0,8.2
Hyundai,2009,7.82,258769,Petrol,Dealer,Manual,0,0.63
Hyundai,2014,9.76,191825,Petrol,Individual,Manual,0,1.23
Skoda,2008,10.51,276725,Diesel,Dealer,Automatic,0,0.81
Volkswagen,2011,11.2,227033,CNG,Individual,Manual,1,0.91
Hyundai,2018,7.65,122183,Diesel,Dealer,Manual,0,2.05
Maruti,2009,6.53,249018,Diesel,Individual,Manual,0,0.49
Renault,2015,6.02,155595,Petrol,Dealer,Manual,1,0.98
Ford,2015,10.02,167625,Diesel,Dealer,Manual,2,1.42
Maruti,2008,6.53,275771,Petrol,Dealer,Manual,0,0.43
Maruti,2016,6.59,165883,Petrol,Individual,Manual,0,1.07
Maruti,2017,6.94,147461,CNG,Dealer,Automatic,0,1.44
Hyundai,2018,8.14,117575,Petrol,Dealer,Manual,0,2.13
Volkswagen,2011,10.41,236333,Diesel,Dealer,Manual,1,0.94
Tata,2017,7.15,138305,Petrol,Dealer,Automatic,0,1.76
Maruti,2021,6.93,87594,Petrol,Individual,Manual,2,2.19
Toyota,2019,14.79,110593,Diesel,Individual,Manual,0,3.77
Skoda,2019,12.83,99745,Diesel,Dealer,Manual,1,3.63
Toyota,2021,13.06,84520,Diesel,Dealer,Manual,0,5.21
Skoda,2025,10.95,19580,CNG,Individual,Manual,2,6.65
Honda,2021,8.12,69716,Petrol,Individual,Manual,0,3.21
Hyundai,2008,10.28,263852,Petrol,Dealer,Manual,0,0.7
Renault,2019,7.16,99659,Diesel,Dealer,Manual,2,1.79
Honda,2019,11.68,108316,CNG,Dealer,Manual,0,2.82
Ford,2025,8.51,24512,Diesel,Individual,Automatic,0,7.78
Tata,2021,7.95,72250,Petrol,Dealer,Manual,0,3.22
Renault,2017,7.79,131114,Diesel,Individual,Automatic,1,1.53
Maruti,2024,6.44,28344,Petrol,Dealer,Manual,0,4.93
Ford,2011,8.72,233126,Petrol,Individual,Manual,0,0.74
Maruti,2022,8.7,63796,Diesel,Individual,Manual,0,4.03
Mahindra,2012,11.33,214543,Petrol,Dealer,Manual,0,1.36
Maruti,2020,6.07,99180,Petrol,Dealer,Manual,0,2.08
Mahindra,2022,12.8,79167,Diesel,Individual,Automatic,1,5.8
Hyundai,2022,9.12,54579,Petrol,Dealer,Manual,0,4.38
Maruti,2013,8.67,195421,Petrol,Dealer,Manual,1,1.08
Mahindra,2008,11.6,272965,Diesel,Individual,Automatic,0,0.83
Hyundai,2022,10.16,59493,Petrol,Dealer,Manual,1,4.77
Mahindra,2012,13.08,221182,CNG,Individual,Automatic,1,1.2
Maruti,2009,8.51,252846,Petrol,Dealer,Manual,0,0.66
Hyundai,2014,9.53,186506,Petrol,Dealer,Manual,0,1.34
Skoda,2022,11.33,64311,Petrol,Dealer,Manual,2,4.86
Skoda,2012,12.78,210228,Diesel,Individual,Manual,0,1.33
Maruti,2025,7.3,21934,CNG,Individual,Manual,0,5.39
Tata,2022,7.87,49758,Petrol,Dealer,Manual,1,3.67
Honda,2015,11.25,168118,Petrol,Individual,Manual,2,1.41
Hyundai,2015,9.37,173759,Petrol,Dealer,Manual,0,1.63
Skoda,2018,12.51,125684,Petrol,Dealer,Manual,1,2.72
Renault,2011,8.02,220094,Petrol,Individual,Manual,0,0.69
Honda,2016,10.33,158806,Diesel,Individual,Automatic,0,1.88
Renault,2012,6.36,210676,Diesel,Dealer,Manual,0,0.8
Skoda,2011,13.93,218894,Petrol,Dealer,Manual,0,1.38
Ford,2009,10.2,248720,Petrol,Dealer,Manual,0,0.81
Hyundai,2010,9.88,237243,Diesel,Dealer,Manual,1,0.85
Mahindra,2011,13.09,211666,Petrol,Dealer,Manual,1,1.29
Maruti,2017,6.58,133968,Petrol,Individual,Manual,1,1.23
Hyundai,2022,7.48,66886,CNG,Dealer,Manual,1,3.38
Honda,2012,11.5,197952,CNG,Dealer,Manual,0,1.27
Hyundai,2025,8.23,4771,Petrol,Dealer,Manual,0,7.97
Renault,2024,6.28,32353,CNG,Individual,Manual,0,3.6
Honda,2022,9.51,55769,Diesel,Dealer,Manual,0,5.28
Hyundai,2013,7.44,189554,Diesel,Dealer,Automatic,0,1.14
Skoda,2023,11.55,35944,Petrol,Individual,Manual,0,7.01
Ford,2016,10.47,152289,Petrol,Dealer,Manual,1,1.77
Tata,2022,7.78,69396,Diesel,Dealer,Manual,1,3.42
Skoda,2015,11.27,155757,Diesel,Dealer,Automatic,0,2.04
Renault,2024,7.31,13282,Diesel,Individual,Manual,0,5.66
Ford,2008,10.2,254360,Diesel,Individual,Automatic,0,0.71
Renault,2020,6.81,91857,Petrol,Dealer,Automatic,2,2.07
Ford,2021,8.42,74385,Petrol,Individual,Manual,0,3.28
Maruti,2015,6.37,180440,Diesel,Dealer,Manual,0,1.09
Tata,2022,7.17,51576,Petrol,Dealer,Manual,3,3.06
Skoda,2018,10.78,105534,Diesel,Individual,Manual,1,2.25
Volkswagen,2018,12.82,120010,Diesel,Individual,Automatic,0,3.03
Toyota,2017,17.47,121277,Petrol,Dealer,Manual,0,3.59
Hyundai,2008,9.68,256364,Petrol,Dealer,Manual,0,0.64
Renault,2008,7.88,252578,Petrol,Dealer,Manual,0,0.53
Tata,2012,6.56,218514,Petrol,Dealer,Manual,0,0.78
Toyota,2009,14.5,259383,Petrol,Dealer,Manual,3,0.91
Hyundai,2019,7.74,102324,Petrol,Dealer,Manual,0,2.11
Hyundai,2020,9.77,77097,CNG,Dealer,Manual,0,3.48
Volkswagen,2019,10.69,108011,Diesel,Individual,Automatic,0,2.95
Toyota,2025,15.45,8788,Diesel,Dealer,Manual,0,15.02
Honda,2023,9.76,51997,Diesel,Dealer,Manual,2,4.93
Tata,2013,8.97,198638,Petrol,Dealer,Manual,0,1.17
Skoda,2012,11.7,214604,Diesel,Individual,Manual,0,1.22
Skoda,2025,12.1,18460,Petrol,Individual,Manual,0,9.95
Toyota,2010,15.23,238493,CNG,Individual,Manual,1,1.09
Volkswagen,2018,9.92,121895,Diesel,Dealer,Automatic,0,2.76
Honda,2012,10.49,206472,Petrol,Dealer,Manual,0,1.24
Toyota,2010,15.01,235243,Petrol,Dealer,Manual,1,1.33
Ford,2009,10.18,264792,Diesel,Dealer,Automatic,0,0.92
Renault,2012,8.21,193793,CNG,Dealer,Automatic,0,0.96
Hyundai,2014,9.46,181309,Petrol,Dealer,Manual,0,1.46
Toyota,2021,16.32,71239,Petrol,Dealer,Manual,0,6.99
Maruti,2020,7.66,96833,Petrol,Individual,Manual,2,1.94
Renault,2016,7.31,149360,Petrol,Dealer,Manual,2,1.19
Honda,2017,11.35,130860,Diesel,Dealer,Manual,0,2.39
Toyota,2019,16.53,106158,CNG,Dealer,Manual,2,3.98
Toyota,2017,13.45,130264,Petrol,Individual,Manual,1,2.37
Ford,2016,8.92,150235,Diesel,Individual,Automatic,1,1.53
Tata,2024,9.05,29010,Petrol,Dealer,Manual,0,6.5
Renault,2015,7.52,149728,Diesel,Dealer,Manual,0,1.37
Renault,2015,7.21,169901,Petrol,Individual,Manual,2,0.91
Skoda,2025,13.21,10289,Diesel,Dealer,Automatic,1,12.34
Ford,2015,11.24,162877,Petrol,Dealer,Manual,1,1.79
Tata,2023,8.04,49397,Petrol,Individual,Manual,2,3.73
Tata,2020,9.05,89144,Petrol,Individual,Manual,0,2.92
Volkswagen,2022,9.02,56303,Petrol,Individual,Manual,2,3.84
Renault,2025,7.71,1429,Petrol,Individual,Manual,2,5.41
Mahindra,2023,11.48,41334,CNG,Dealer,Manual,0,6.86
Renault,2022,6.78,58607,Petrol,Dealer,Automatic,0,3.94
Volkswagen,2025,12.74,26040,Petrol,Individual,Manual,3,7.84
Ford,2009,11.24,253784,Diesel,Dealer,Manual,0,0.88
Volkswagen,2012,10.08,206935,Petrol,Dealer,Manual,1,1.11
Skoda,2012,10.39,227063,Diesel,Individual,Automatic,1,1.18
Toyota,2016,16.31,136462,Diesel,Dealer,Manual,0,3.13
Honda,2022,10.74,59531,Diesel,Dealer,Manual,1,5.42
Maruti,2021,7.04,77301,Petrol,Dealer,Manual,1,2.88
Volkswagen,2013,12.48,189125,Diesel,Individual,Manual,2,1.38
Toyota,2012,17.46,203907,Petrol,Dealer,Manual,1,1.99
Tata,2022,7.57,70098,Petrol,Dealer,Manual,0,3.48
Skoda,2011,13.82,225682,Petrol,Dealer,Automatic,1,1.44
Tata,2021,8.53,83498,Petrol,Dealer,Manual,0,3.3
Tata,2014,7.66,189925,Petrol,Dealer,Manual,0,1.16
Ford,2013,7.68,206035,Petrol,Dealer,Manual,0,1.06
Skoda,2019,10.35,104721,Diesel,Dealer,Automatic,0,3.03
Ford,2012,10.91,213949,Diesel,Dealer,Manual,0,1.26
Hyundai,2020,10.52,84995,Petrol,Dealer,Manual,0,3.86
Tata,2008,8.43,267868,Petrol,Dealer,Manual,0,0.59
Ford,2024,8.85,16733,CNG,Dealer,Automatic,3,5.87
Tata,2018,8.54,144805,Diesel,Individual,Manual,1,1.84
Maruti,2011,7.75,219448,Diesel,Individual,Manual,2,0.65
Maruti,2022,6.71,68933,CNG,Dealer,Manual,1,2.94
Mahindra,2023,12.6,39977,Petrol,Dealer,Automatic,1,7.49
Mahindra,2014,11.78,179452,Petrol,Individual,Automatic,0,1.72
Tata,2018,7.06,106994,Petrol,Individual,Manual,0,1.57
Volkswagen,2023,11.32,52472,CNG,Dealer,Manual,0,6.42
Skoda,2023,10.48,48661,Diesel,Individual,Automatic,1,5.69
Honda,2013,11.63,203212,Petrol,Individual,Automatic,1,1.46
Hyundai,2010,9.8,230816,Petrol,Dealer,Manual,0,0.82
Skoda,2012,11.76,214097,Diesel,Individual,Manual,0,1.24
Tata,2013,8.93,199638,Petrol,Individual,Manual,0,1.09
Hyundai,2014,10.36,187451,Diesel,Dealer,Manual,0,1.67
Mahindra,2018,12.14,118743,Petrol,Dealer,Automatic,0,3.14
Toyota,2018,15.17,121329,Petrol,Dealer,Manual,0,3.83
Tata,2008,9.1,277903,Petrol,Dealer,Manual,1,0.59
Honda,2019,8.84,100646,Diesel,Dealer,Automatic,1,2.68
Honda,2017,11.55,130007,Diesel,Individual,Manual,1,2.24
Mahindra,2011,12.15,237415,Petrol,Dealer,Manual,1,1.15
Skoda,2010,12.87,230806,Petrol,Dealer,Automatic,0,1.24
Honda,2023,9.69,46194,Petrol,Dealer,Manual,0,6.24
Volkswagen,2019,11.55,103078,CNG,Dealer,Manual,3,2.45
Skoda,2014,10.37,183394,Diesel,Dealer,Automatic,0,1.73
Toyota,2020,15.38,92948,Diesel,Individual,Automatic,0,5.18
Volkswagen,2019,10.24,101688,CNG,Dealer,Manual,1,2.39
Mahindra,2008,9.63,261711,Petrol,Individual,Manual,0,0.6
Volkswagen,2013,10.74,196923,Petrol,Dealer,Manual,2,1.31
Maruti,2023,5.97,44947,Diesel,Dealer,Automatic,1,3.61
Tata,2025,6.75,7239,Petrol,Dealer,Automatic,0,6.35
Tata,2021,9.0,77906,CNG,Individual,Manual,0,3.29
Mahindra,2010,10.09,230980,Petrol,Dealer,Automatic,0,0.97
Renault,2015,7.93,153405,Petrol,Dealer,Manual,0,1.3
Renault,2008,7.86,265713,Petrol,Individual,Manual,0,0.5
Mahindra,2010,10.2,231700,Petrol,Dealer,Automatic,1,0.97
Honda,2023,9.26,45389,Petrol,Individual,Manual,0,4.8
Skoda,2021,10.6,61350,Diesel,Individual,Manual,0,4.61
Volkswagen,2018,10.63,112472,Petrol,Dealer,Manual,0,2.57
Honda,2020,9.36,94279,Diesel,Individual,Manual,1,2.61
Volkswagen,2020,10.49,101598,Petrol,Dealer,Manual,0,3.44
Renault,2014,7.92,175527,Diesel,Individual,Manual,2,0.9
Tata,2018,8.62,131395,Petrol,Dealer,Manual,0,2.16
Volkswagen,2018,11.68,120405,Diesel,Individual,Manual,0,2.6
Renault,2024,6.86,32485,Petrol,Dealer,Manual,1,4.64
Ford,2023,7.82,40255,Diesel,Individual,Automatic,0,4.88
Toyota,2020,12.84,85107,Petrol,Dealer,Manual,1,4.44
Honda,2024,9.13,31282,CNG,Dealer,Manual,2,5.14
Tata,2024,7.84,28059,Diesel,Individual,Manual,0,5.48
Renault,2024,8.63,33775,Diesel,Dealer,Manual,1,6.12
Toyota,2008,12.4,261622,Petrol,Dealer,Manual,1,0.85
Tata,2019,9.21,103936,Petrol,Dealer,Manual,0,2.61
Honda,2013,11.54,207730,Petrol,Individual,Automatic,1,1.43
Honda,2025,10.36,15280,Petrol,Dealer,Manual,0,8.56
Ford,2008,8.71,264578,Petrol,Individual,Manual,1,0.47
Ford,2023,8.18,43525,Petrol,Individual,Automatic,1,4.74
Maruti,2017,7.81,134013,Petrol,Individual,Automatic,0,1.59
Hyundai,2012,8.87,229491,Diesel,Dealer,Manual,0,1.08
Toyota,2013,14.54,191612,Diesel,Dealer,Manual,0,1.98
Hyundai,2016,10.38,162279,Diesel,Individual,Manual,1,1.66
Renault,2012,7.41,195690,Diesel,Individual,Manual,2,0.73
Volkswagen,2023,9.89,41252,Diesel,Individual,Manual,0,5.56
Skoda,2013,14.12,190551,Petrol,Individual,Manual,0,1.68
Renault,2017,8.7,116177,CNG,Dealer,Manual,0,1.8
Mahindra,2016,10.28,155266,Diesel,Individual,Manual,1,1.77
Tata,2018,7.33,119531,Diesel,Individual,Manual,1,1.5
Honda,2024,9.16,16729,Diesel,Individual,Manual,0,6.5
Renault,2019,6.18,97127,CNG,Dealer,Manual,0,1.7
Toyota,2016,16.33,148430,Petrol,Dealer,Manual,1,2.76
Maruti,2011,7.24,230657,Petrol,Dealer,Automatic,0,0.79
Ford,2020,8.11,89076,Diesel,Individual,Automatic,1,2.59
Toyota,2024,13.16,25077,Diesel,Individual,Automatic,0,10.18
Toyota,2011,16.26,228267,Petrol,Individual,Manual,0,1.57
Hyundai,2019,9.23,104391,Petrol,Dealer,Manual,0,2.59
Mahindra,2020,10.14,107439,CNG,Dealer,Manual,0,3.0
Skoda,2021,10.36,79360,Diesel,Dealer,Manual,1,3.9
Volkswagen,2021,11.16,92513,CNG,Dealer,Manual,0,3.78
Volkswagen,2021,11.76,77275,Diesel,Dealer,Manual,1,4.76
Hyundai,2017,9.85,130238,CNG,Individual,Manual,0,1.9
Renault,2024,6.49,31429,Petrol,Individual,Automatic,1,4.2
Skoda,2023,10.36,50528,Petrol,Dealer,Manual,0,5.91
Skoda,2022,10.57,63690,Petrol,Dealer,Manual,1,4.9
Maruti,2013,8.28,200464,Diesel,Dealer,Automatic,0,1.2
Renault,2019,7.57,99058,Petrol,Dealer,Automatic,2,2.07
Ford,2018,10.4,119592,Diesel,Dealer,Manual,0,2.49
Hyundai,2022,9.27,70743,Diesel,Dealer,Manual,1,4.46
Renault,2017,5.97,129830,Petrol,Individual,Manual,2,0.96
Hyundai,2009,8.76,256016,CNG,Dealer,Manual,0,0.64
Tata,2014,9.1,193747,Diesel,Individual,Manual,0,1.32
Renault,2015,7.53,172239,Petrol,Individual,Manual,0,1.11
Skoda,2017,10.44,127766,Petrol,Dealer,Manual,0,2.15
Volkswagen,2011,10.78,238276,Petrol,Dealer,Manual,1,0.98
Ford,2023,9.85,64323,Petrol,Dealer,Manual,0,5.68
Hyundai,2013,7.74,191909,Petrol,Dealer,Manual,0,0.97
Volkswagen,2017,12.85,143351,Diesel,Dealer,Manual,2,2.51
Hyundai,2009,9.83,255709,Diesel,Dealer,Manual,1,0.76
Maruti,2018,8.25,132675,Petrol,Individual,Manual,0,1.92
Renault,2015,8.4,161201,Petrol,Dealer,Manual,1,1.3
Honda,2009,9.49,261345,Diesel,Individual,Manual,0,0.7
Mahindra,2012,11.14,227774,Petrol,Dealer,Manual,1,1.15
Ford,2022,9.33,45600,Diesel,Dealer,Manual,0,5.25
Ford,2016,10.56,161129,Petrol,Dealer,Manual,1,1.78
Mahindra,2024,9.47,28704,Petrol,Individual,Manual,0,6.67
Maruti,2019,6.45,100994,Petrol,Dealer,Manual,1,1.71
Hyundai,2021,9.62,76760,Petrol,Individual,Manual,0,3.5
Ford,2023,8.67,53175,Petrol,Dealer,Automatic,0,5.69
Skoda,2021,11.89,72767,CNG,Individual,Manual,0,4.4
Renault,2009,8.05,246571,Diesel,Individual,Manual,0,0.6
Toyota,2024,15.5,37869,Diesel,Individual,Manual,0,10.76
Mahindra,2024,10.0,33450,Petrol,Individual,Automatic,0,6.68
Skoda,2013,14.31,206427,Petrol,Dealer,Automatic,0,1.91
Skoda,2013,14.78,191554,Petrol,Dealer,Manual,1,1.87
Skoda,2015,14.49,164049,Diesel,Dealer,Manual,2,2.32
Skoda,2021,13.42,67424,Diesel,Dealer,Manual,1,5.65
Toyota,2023,14.55,37071,Petrol,Individual,Manual,2,6.81
Mahindra,2015,12.87,156836,Diesel,Dealer,Manual,0,2.34
Ford,2009,8.87,253353,CNG,Individual,Automatic,0,0.63
Maruti,2023,8.38,38633,Diesel,Individual,Manual,0,5.19
Mahindra,2017,10.13,134838,Diesel,Individual,Automatic,0,2.19
Mahindra,2008,13.26,265530,Diesel,Dealer,Manual,0,0.96
Volkswagen,2019,9.3,85322,Petrol,Dealer,Manual,0,2.99
Renault,2010,8.1,236662,Petrol,Dealer,Manual,0,0.74
Tata,2018,9.25,133221,Diesel,Individual,Manual,1,1.96
Ford,2021,7.74,66333,Diesel,Dealer,Manual,0,3.61
Renault,2011,6.98,210578,CNG,Dealer,Manual,0,0.69
Mahindra,2015,11.19,165928,Diesel,Dealer,Manual,0,1.95
Ford,2023,8.32,38110,Petrol,Individual,Manual,1,4.42
Mahindra,2018,11.83,111441,Petrol,Individual,Manual,0,2.79
Mahindra,2008,11.33,265102,Petrol,Individual,Automatic,0,0.8
Tata,2008,9.32,263890,Petrol,Dealer,Manual,0,0.62
Honda,2019,8.63,99981,Petrol,Dealer,Manual,0,2.52
Ford,2009,10.05,258868,Diesel,Dealer,Automatic,0,0.92
Skoda,2012,10.4,204860,Petrol,Dealer,Automatic,1,1.22
Toyota,2025,14.5,10483,Diesel,Dealer,Manual,0,13.0
Volkswagen,2013,10.2,190746,Diesel,Individual,Manual,0,1.25
Honda,2009,9.48,266130,Diesel,Dealer,Automatic,0,0.85
Toyota,2021,13.24,93348,Diesel,Dealer,Manual,0,5.4
Tata,2008,7.88,276438,Diesel,Individual,Manual,0,0.49
Mahindra,2013,12.63,195418,Diesel,Individual,Automatic,0,1.65
Skoda,2008,14.58,276624,Diesel,Individual,Manual,1,0.91
Maruti,2009,8.63,257657,CNG,Individual,Manual,0,0.53
Honda,2021,8.66,81559,Petrol,Individual,Manual,0,3.02
Honda,2013,11.65,215410,Petrol,Dealer,Manual,0,1.43
Skoda,2008,10.69,261869,Diesel,Dealer,Manual,1,0.75
Honda,2011,11.09,238988,CNG,Individual,Manual,2,0.86
Toyota,2011,12.83,227651,Petrol,Individual,Manual,1,1.03
Tata,2021,7.91,77848,Petrol,Dealer,Manual,0,3.46
Toyota,2010,13.02,236046,Petrol,Dealer,Manual,0,1.2
Mahindra,2019,10.62,112634,Diesel,Dealer,Manual,0,3.07
Ford,2021,7.87,66361,Petrol,Individual,Manual,0,2.89
Skoda,2024,11.71,27139,Petrol,Dealer,Manual,1,8.35
Ford,2008,9.69,260191,Petrol,Dealer,Manual,2,0.59
Maruti,2011,8.69,221400,Petrol,Dealer,Automatic,0,0.93
Honda,2016,9.14,152342,Diesel,Individual,Manual,0,1.6
Skoda,2008,11.68,267365,Petrol,Individual,Manual,1,0.72
Maruti,2020,8.46,94756,Diesel,Dealer,Manual,2,2.4
Renault,2024,6.87,37428,Petrol,Individual,Manual,0,4.65
Renault,2012,6.72,213260,Diesel,Dealer,Manual,0,0.76
Tata,2019,6.75,117518,Petrol,Individual,Manual,0,1.81
Maruti,2022,6.69,64125,Petrol,Dealer,Manual,0,3.4
Honda,2018,11.47,104324,Petrol,Dealer,Manual,2,2.56
Maruti,2022,8.04,71628,Petrol,Dealer,Automatic,0,3.88
Skoda,2019,11.16,100449,Petrol,Dealer,Manual,2,2.89
Maruti,2008,8.16,266479,Diesel,Individual,Automatic,0,0.55
Ford,2014,9.47,172739,Diesel,Dealer,Automatic,1,1.41
Ford,2024,8.89,28679,Petrol,Individual,Manual,0,6.05
Hyundai,2023,7.62,57208,CNG,Individual,Manual,0,3.7
Ford,2020,9.67,93112,Petrol,Individual,Manual,2,2.42
Hyundai,2010,7.84,230407,Petrol,Individual,Automatic,0,0.68
Hyundai,2013,9.95,210722,Petrol,Dealer,Manual,0,1.22
Maruti,2009,8.26,264691,Diesel,Dealer,Automatic,1,0.63
Honda,2024,9.65,37992,Diesel,Individual,Manual,0,6.08
Renault,2018,8.63,114628,CNG,Dealer,Manual,2,1.78
Hyundai,2009,8.34,246054,Diesel,Individual,Manual,0,0.58
Honda,2018,10.24,111185,Diesel,Dealer,Manual,0,2.45
Toyota,2019,15.67,110885,Diesel,Dealer,Manual,3,3.92
Hyundai,2009,10.44,257042,Petrol,Dealer,Manual,0,0.86
Tata,2014,7.9,175950,Petrol,Individual,Manual,0,1.03
Skoda,2021,13.57,81012,Petrol,Dealer,Manual,1,5.21
Mahindra,2023,10.44,52586,CNG,Dealer,Automatic,1,6.16
Tata,2018,8.84,130901,Petrol,Dealer,Manual,0,2.31
Renault,2012,8.06,210587,Petrol,Individual,Manual,0,0.83
Skoda,2009,11.23,239714,Petrol,Individual,Manual,0,0.77
Tata,2010,8.77,235008,Petrol,Dealer,Manual,1,0.68
Volkswagen,2008,10.39,256887,Diesel,Dealer,Manual,1,0.64
Tata,2018,7.65,133833,Petrol,Dealer,Manual,0,1.85
Hyundai,2017,7.33,148844,Diesel,Individual,Manual,0,1.44
Toyota,2024,14.18,28311,Diesel,Dealer,Manual,0,10.94
Volkswagen,2021,10.29,76809,Petrol,Dealer,Automatic,1,4.56
Honda,2020,9.01,83949,Petrol,Dealer,Manual,0,2.94
Ford,2023,8.17,44928,Diesel,Dealer,Manual,1,4.99
Mahindra,2023,10.75,50201,Diesel,Dealer,Manual,1,6.44
Honda,2025,10.3,12371,Diesel,Dealer,Manual,1,9.43
Toyota,2012,13.77,208463,Petrol,Dealer,Manual,0,1.5
Tata,2022,6.42,42282,Diesel,Dealer,Manual,0,3.73
Honda,2010,9.14,232309,Petrol,Dealer,Automatic,0,0.83
Mahindra,2015,12.82,166064,Diesel,Individual,Manual,1,1.78
Toyota,2024,17.14,27101,Diesel,Dealer,Manual,1,13.09
Tata,2013,6.38,204782,Petrol,Dealer,Manual,1,0.76
Hyundai,2009,10.04,235420,Diesel,Individual,Manual,2,0.66
Toyota,2025,13.21,7883,Diesel,Individual,Automatic,0,12.03
Maruti,2011,7.89,218912,Diesel,Dealer,Automatic,0,0.88
Mahindra,2017,11.71,133927,Diesel,Dealer,Manual,0,2.68
Honda,2017,9.43,127979,Diesel,Dealer,Manual,0,2.03
Tata,2012,6.57,214714,Petrol,Dealer,Automatic,0,0.81
Tata,2014,7.25,179546,Diesel,Dealer,Manual,3,0.84
Skoda,2020,10.77,98152,Diesel,Dealer,Automatic,0,3.87
Tata,2008,8.14,254089,Petrol,Dealer,Manual,3,0.45
Volkswagen,2016,12.22,140912,Diesel,Individual,Manual,0,2.22
Ford,2008,10.23,270187,CNG,Individual,Manual,0,0.63
Renault,2021,8.21,69089,Petrol,Dealer,Manual,1,3.35
Volkswagen,2013,13.01,190401,Diesel,Dealer,Manual,0,1.79
Hyundai,2021,8.31,73362,Diesel,Dealer,Manual,0,3.77
Toyota,2020,12.52,81139,Petrol,Individual,Manual,0,4.16
Hyundai,2010,10.21,250326,Diesel,Dealer,Manual,0,0.87
Tata,2024,7.36,40415,Petrol,Individual,Automatic,0,4.89
Hyundai,2022,8.66,74138,CNG,Individual,Manual,1,3.47
Maruti,2014,8.42,183071,CNG,Individual,Manual,0,0.98
Mahindra,2015,13.38,175814,CNG,Dealer,Manual,3,1.74
Toyota,2024,17.45,27721,Diesel,Dealer,Manual,0,13.87
Tata,2020,8.22,93420,Petrol,Individual,Manual,0,2.54
Skoda,2014,13.48,177345,Diesel,Dealer,Manual,0,2.04
Maruti,2010,6.84,229934,CNG,Individual,Manual,0,0.48
Honda,2014,9.7,191765,Diesel,Dealer,Manual,3,1.13
Toyota,2022,13.11,58124,Diesel,Dealer,Manual,0,6.97
Mahindra,2019,13.15,111852,Diesel,Dealer,Manual,1,3.55
Ford,2009,11.09,249977,Petrol,Individual,Manual,1,0.7
Volkswagen,2015,11.63,165076,Diesel,Dealer,Manual,0,1.94
Ford,2012,10.4,202998,Petrol,Dealer,Manual,0,1.25
Honda,2020,10.55,86754,Petrol,Individual,Manual,1,3.32
Mahindra,2014,12.87,177356,Petrol,Dealer,Manual,0,1.95
Maruti,2020,7.23,83812,Diesel,Dealer,Automatic,0,3.02
Tata,2008,7.0,273523,Petrol,Dealer,Manual,1,0.45
Skoda,2009,12.41,248268,CNG,Dealer,Manual,0,0.91
Mahindra,2025,10.85,11532,Petrol,Dealer,Manual,0,10.26
Renault,2022,6.64,63796,Diesel,Dealer,Manual,1,3.07
Maruti,2017,6.54,135426,Diesel,Individual,Automatic,0,1.47
Toyota,2025,15.51,1652,CNG,Individual,Automatic,1,12.17
Hyundai,2024,10.05,19418,Petrol,Dealer,Automatic,0,8.03
Volkswagen,2017,9.24,128011,Petrol,Dealer,Manual,1,1.91
Skoda,2016,11.79,152413,Diesel,Individual,Manual,3,1.76
Tata,2015,9.26,169575,Diesel,Individual,Manual,0,1.38
